temp_c,humidity,pressure_mb,wind_kph,precip_mm,latitude,longitude,depth_km,magnitude,final_label
28.6,46.0,964.0,45.5,11.9,50.22,159.4483,10.0,4.1,2
4.8,86.0,957.1,12.4,0.3,51.8491,160.4163,19.954,4.5,2
7.5,92.0,991.0,57.3,13.0,52.8728,161.1066,10.0,5.0,2
28.1,28.0,950.8,2.8,1.3,51.5882,160.6574,10.0,4.3,2
12.6,58.0,958.2,11.1,2.0,52.6653,159.1614,78.282,4.3,1
10.4,52.0,1018.0,41.9,9.7,-57.8235,157.5935,10.0,4.2,2
23.0,25.0,1044.8,17.8,14.7,66.2391,-135.5126,30.0,3.5,2
-4.6,63.0,984.2,38.6,0.6,52.2804,160.8335,35.0,4.3,1
7.4,75.0,961.3,30.6,10.4,50.9438,159.9106,10.0,4.1,2
2.2,27.0,967.6,71.3,18.8,51.5667,159.506,38.039,4.9,2
27.8,20.0,964.9,13.3,19.3,50.6386,175.3264,10.0,3.0,2
34.0,26.0,1047.5,46.6,18.5,51.5468,159.9383,10.0,4.3,2
17.6,22.0,1029.4,15.6,14.9,39.2488,28.1948,10.0,4.3,2
27.7,23.0,1022.0,84.0,7.6,51.7308,160.6197,35.192,4.1,1
32.7,68.0,993.9,19.7,8.8,51.5233,160.8274,10.0,4.7,2
14.6,78.0,1009.6,40.5,13.6,52.2299,160.6111,10.0,5.2,2
19.7,30.0,967.7,60.9,0.8,-2.8693,147.2599,10.0,4.4,2
34.6,22.0,1022.7,4.2,14.9,50.8792,158.7716,33.997,4.7,2
27.7,78.0,1012.7,81.1,10.4,-20.1415,66.4213,10.0,4.5,2
11.9,23.0,1015.7,74.2,4.4,54.387,-160.557,25.3,3.3,2
10.9,62.0,988.6,44.2,5.0,48.2579,155.205,28.891,5.2,1
15.9,53.0,972.9,3.7,14.7,52.2399,160.4176,10.0,4.8,2
31.5,59.0,1028.9,50.3,17.8,52.2529,159.1501,69.104,4.2,2
7.5,97.0,979.5,80.1,2.3,51.9896,-178.5877,168.359,3.8,2
14.2,68.0,988.2,67.0,16.1,22.7101,95.897,10.0,4.6,2
9.5,81.0,953.3,31.9,18.4,51.4803,161.0963,10.0,4.4,2
15.6,36.0,980.8,32.7,19.0,49.8591,159.5088,10.0,4.2,2
14.2,23.0,983.3,61.0,19.0,51.7165,159.5101,10.0,4.4,2
9.0,46.0,1036.8,22.6,18.7,22.9169,94.4797,100.305,4.6,2
25.5,22.0,990.3,58.3,12.0,52.0669,159.1758,55.85,4.1,2
39.5,21.0,1037.2,75.5,15.6,52.9902,161.0303,10.0,4.5,2
6.1,76.0,1032.1,69.7,4.7,52.8417,160.7858,10.0,4.0,2
-2.4,62.0,1019.9,80.3,6.3,50.1719,158.2134,25.912,4.1,2
6.5,25.0,1003.2,43.0,6.1,49.968,159.4667,10.0,4.4,2
31.8,54.0,1010.1,96.2,16.0,50.7997,158.8166,26.649,4.2,2
16.6,50.0,976.9,72.9,12.1,52.149,160.03,34.614,4.0,2
33.2,81.0,1030.6,13.7,6.2,51.5978,159.6614,35.0,4.3,1
-2.7,70.0,1016.8,72.6,19.8,-4.0563,152.968,10.0,4.6,2
14.6,20.0,976.6,31.7,16.8,-30.4815,-177.9331,35.0,5.2,2
-1.8,53.0,1047.1,20.3,7.6,52.339,160.7464,19.625,4.3,2
18.2,98.0,1036.2,91.7,5.3,19.7463,-66.9026,40.0,3.93,2
10.4,46.0,979.6,93.9,7.2,52.1106,160.5416,10.0,5.0,2
28.0,47.0,1034.7,66.5,15.0,41.3722,72.6455,14.793,5.1,2
21.9,59.0,1008.3,58.0,1.3,54.2873,-160.2233,35.0,3.2,2
-1.6,56.0,1008.7,25.6,11.3,53.544,-163.5864,10.0,4.5,2
16.0,93.0,974.1,7.7,14.7,52.8426,160.628,10.0,4.3,2
-3.7,68.0,951.1,60.6,3.8,36.723,25.7412,10.0,4.6,2
17.4,65.0,956.8,61.7,6.3,51.9131,159.255,35.0,5.7,2
-0.0,98.0,958.9,32.4,12.7,43.0292,145.6491,74.29,4.4,2
38.6,34.0,1021.6,61.7,18.2,53.8028,158.2148,10.0,4.3,2
17.0,26.0,1038.7,40.4,19.3,18.6318333333333,-64.6288333333333,69.21,3.09,2
8.0,69.0,976.9,18.9,2.8,51.1714,159.494,10.0,4.9,2
35.0,45.0,993.2,24.3,5.6,52.5134,160.7669,28.866,4.2,1
28.0,100.0,994.6,4.0,16.1,-12.5654,166.5471,78.105,4.9,2
29.4,92.0,967.1,49.4,16.0,54.7442,160.2389,10.0,4.2,2
7.4,100.0,1005.2,23.7,6.4,54.4556,-160.0428,35.0,3.2,1
18.5,55.0,962.2,68.8,9.5,54.5375,-160.3916,35.0,3.3,2
21.5,76.0,1025.5,17.4,11.8,19.8034,121.1294,31.607,4.4,2
32.9,94.0,987.9,56.4,15.3,29.7915,92.3503,10.0,4.5,2
-1.9,67.0,1018.4,39.5,0.8,50.9789,160.8626,10.0,4.4,2
12.3,77.0,993.2,75.3,16.8,51.5474,-179.9595,70.9,3.0,2
29.0,45.0,950.0,36.3,6.0,-12.6601,166.4009,70.742,4.6,1
-0.2,35.0,1039.6,21.8,11.2,-16.5547,-69.9025,178.966,4.3,2
-1.2,47.0,980.5,52.4,12.4,51.9108,159.2399,35.0,5.2,2
26.9,97.0,1037.3,49.1,15.8,51.9812,160.3504,28.392,4.5,2
28.7,71.0,1023.3,20.0,4.6,29.3983,129.3391,10.0,4.5,2
32.6,38.0,979.3,65.6,12.7,54.438,-160.1516,31.769,3.2,2
-1.1,63.0,1029.8,43.6,9.2,51.1013,158.6547,36.964,4.4,2
2.4,22.0,984.5,3.2,12.7,51.7832,161.3132,10.0,4.3,2
28.8,70.0,1019.5,16.8,14.3,48.8324,156.0893,10.0,4.9,2
25.7,33.0,1037.0,30.3,0.2,51.4892,159.7334,10.0,4.9,2
9.5,42.0,1025.9,98.3,1.7,-6.6972,127.835,316.959,4.4,2
39.6,58.0,957.5,72.0,3.8,52.5859,160.9806,14.0,5.7,2
27.5,63.0,1044.6,98.4,15.1,51.7195,159.3697,35.0,4.6,2
24.4,71.0,1040.4,1.8,14.7,40.4567,77.3601,10.0,4.4,2
20.7,79.0,991.5,0.1,0.9,-41.0401,173.8101,77.897,4.9,1
13.3,75.0,959.5,39.9,19.0,54.546,-160.3731,18.816,3.1,2
21.6,36.0,1018.8,63.8,5.9,53.1257,160.914,45.809,4.1,2
16.4,87.0,968.9,33.0,6.7,-20.7309,-175.4996,35.0,4.9,1
5.3,26.0,1012.0,55.0,4.2,61.1631,-27.8186,10.0,4.3,2
8.0,37.0,1043.8,35.5,7.2,52.4882,162.546,10.0,4.4,2
6.6,98.0,989.8,26.1,0.4,50.3058,159.6425,10.0,4.1,2
38.4,24.0,1045.1,90.4,3.0,52.1506,160.1533,28.342,4.4,2
36.9,24.0,1046.9,46.0,10.9,50.9181,158.9086,35.0,4.3,2
1.2,73.0,966.9,35.2,9.6,54.6479,-160.2117,23.48,4.2,2
37.3,35.0,1044.6,72.7,8.8,-21.1421,-179.0095,638.859,4.7,2
31.7,38.0,989.8,19.9,18.7,-6.458,147.3125,74.157,4.9,2
34.7,93.0,972.2,47.1,18.4,31.5971667,-115.1118333,0.85,3.51,2
17.5,94.0,1016.1,1.1,1.4,3.1981,127.0838,35.0,4.4,1
4.9,96.0,1008.5,53.5,10.1,50.2441,159.1181,33.075,4.4,2
34.6,86.0,1037.4,94.4,10.2,51.2513,158.8586,10.0,5.3,2
15.5,98.0,1031.2,94.5,0.4,50.1927,156.9662,50.371,5.0,2
24.8,79.0,1025.0,98.5,7.6,51.3262,159.049,10.0,4.4,2
37.8,78.0,961.6,59.1,2.6,17.995,-67.9808333333333,63.78,3.4,2
33.5,51.0,1037.6,5.8,16.9,-7.0391,150.2467,10.0,4.8,2
36.9,47.0,1042.7,60.6,15.1,61.44,-150.6836,45.0,3.4,2
36.5,44.0,1035.0,23.9,18.2,72.6849,3.91,10.0,4.5,2
7.6,96.0,967.6,94.2,18.2,54.5018,-160.1339,10.04,3.1,2
35.1,46.0,1036.3,16.4,2.5,53.2056,-160.0311,10.0,3.2,0
36.0,95.0,988.7,90.0,16.5,54.1166,-166.1714,107.274,4.4,2
-4.9,44.0,955.7,97.4,3.9,54.483,-159.9032,33.972,3.0,2
39.1,87.0,951.8,84.6,16.0,48.964,156.0534,43.397,5.0,2
25.0,94.0,972.0,43.8,6.1,36.4231,141.597,30.679,4.7,1
18.3,62.0,1027.7,65.1,4.5,51.5588,160.0252,10.0,4.4,2
17.2,87.0,980.0,95.0,2.5,6.8591,-73.1234,148.71,4.5,2
21.2,37.0,999.2,11.5,5.4,-41.7988,-83.9195,10.0,5.3,2
11.5,33.0,994.7,17.1,3.5,51.0898,159.345,10.0,4.9,2
23.0,58.0,1002.2,82.6,9.5,52.2389,160.3916,10.0,4.3,2
0.1,28.0,983.5,42.6,14.8,52.1653,161.4418,10.0,5.0,2
-3.2,76.0,1019.1,68.0,3.5,52.3861,160.8244,10.0,5.0,2
4.6,85.0,978.9,15.8,5.3,52.4804,160.0866,35.446,5.1,1
6.0,52.0,996.9,76.2,19.9,51.8676,160.1839,30.71,4.3,2
15.3,45.0,1020.2,51.0,17.8,-14.138,167.2447,196.569,4.4,2
-2.1,67.0,1049.1,61.7,3.5,14.4503,-90.6483,10.0,5.7,2
27.6,53.0,1033.1,16.2,10.2,52.4633,160.7493,10.0,4.4,2
39.5,28.0,1019.0,89.4,18.7,-8.3816,111.8241,147.957,4.5,2
34.4,98.0,1030.6,97.1,10.9,54.6151,-159.8565,18.368,3.0,2
28.3,77.0,1040.9,80.6,2.0,51.403,160.751,10.0,4.4,2
38.6,76.0,982.7,60.2,11.0,69.4423,-143.1881,9.199,3.0,2
10.6,48.0,1015.8,41.4,2.8,52.5535,160.9023,10.0,4.5,2
1.8,78.0,962.8,41.8,13.4,-22.1775,-179.6341,596.772,4.0,2
35.6,25.0,1036.7,54.8,17.7,50.3119,158.4337,10.0,4.7,2
35.6,74.0,973.8,40.7,0.0,51.8198,161.2018,10.0,4.2,2
27.7,36.0,1046.3,24.2,9.4,52.5738,160.755,10.0,4.2,2
0.5,21.0,1008.9,9.6,4.9,23.3843,142.8833,41.105,4.7,2
38.8,50.0,996.3,30.8,19.7,52.334,160.3121,13.422,4.7,2
20.4,22.0,1026.2,81.6,6.5,-56.0995,-26.3115,72.491,4.7,2
16.3,75.0,1041.6,22.6,9.4,53.4213,-163.5331,35.0,3.5,1
37.5,62.0,1040.6,87.2,16.4,54.5533,-159.6922,35.0,3.3,2
17.3,22.0,1029.0,66.0,19.8,52.5424,160.527,10.0,4.1,2
10.9,90.0,979.4,19.5,9.5,54.4957,-160.1632,35.0,3.5,1
27.2,28.0,954.4,70.7,10.0,50.6982,159.5,10.0,5.1,2
16.3,71.0,977.5,59.7,12.0,51.2704,159.3608,29.156,4.3,2
0.3,60.0,1002.5,95.6,10.7,-18.7291,65.5576,10.0,4.6,2
39.7,95.0,1019.1,4.5,2.5,-21.3561,-11.8679,10.0,5.1,2
13.4,88.0,979.0,34.4,11.9,-2.79,130.2258,26.398,4.5,2
24.2,100.0,1025.7,25.6,14.8,50.1621,158.8847,10.0,5.1,2
13.4,21.0,1014.5,47.1,8.9,-48.9486,123.5658,10.0,4.6,2
29.5,54.0,1027.7,21.8,7.2,52.5395,160.7864,10.0,5.3,2
13.3,95.0,998.9,88.7,12.5,40.416332244873,-125.138336181641,1.5,3.42,2
2.2,72.0,956.4,21.6,7.8,51.5009,159.6624,32.366,4.2,1
22.4,55.0,979.3,23.4,15.5,50.6538,158.1272,28.102,4.6,2
16.4,27.0,1001.5,19.4,18.3,32.069,-103.726,6.8817,3.5,2
23.7,21.0,961.0,30.6,4.9,42.0602,139.5657,190.876,4.6,1
3.8,26.0,951.0,27.9,1.8,50.701,160.097,10.0,4.2,2
15.4,84.0,953.5,53.9,6.2,-57.6915,157.3496,10.0,4.7,2
22.7,21.0,971.9,30.2,0.9,54.4285,-159.9134,35.0,3.0,1
5.8,51.0,1014.9,43.1,11.1,53.0674,160.7139,35.0,4.4,2
-3.5,50.0,992.1,85.0,11.4,-9.6313,125.0453,10.0,4.1,2
12.3,83.0,1021.6,12.4,13.8,52.2784,159.7298,35.0,4.5,2
16.1,81.0,1002.9,4.9,10.6,52.2235,160.4049,35.0,5.0,2
11.1,78.0,961.0,74.8,10.4,50.1947,159.0612,10.0,5.1,2
-1.1,46.0,1039.7,84.5,9.1,-24.0999,-67.1301,162.925,4.3,2
6.1,71.0,1030.7,98.6,1.4,-24.0586,-111.5597,10.0,4.4,2
-1.7,52.0,1018.5,48.8,12.9,52.1177,160.647,10.0,4.7,2
37.9,96.0,1037.9,91.0,8.3,54.544,-159.9593,30.524,3.1,2
10.0,80.0,1023.7,20.2,14.6,51.4915,159.9359,10.0,5.1,2
-1.3,78.0,956.2,80.4,6.3,23.6548,94.7283,123.232,4.4,2
38.5,48.0,1003.1,81.6,10.6,51.7146,-173.4637,35.0,3.8,2
18.5,22.0,988.8,100.0,3.0,51.9667,159.6247,35.0,4.5,2
37.9,85.0,986.2,8.7,7.1,51.376,159.6812,10.0,5.4,2
22.2,68.0,1007.9,65.0,15.1,13.913,144.6924,198.262,4.0,1
5.2,55.0,1037.5,67.2,5.5,51.6238,159.3358,38.135,4.1,2
-1.4,95.0,1029.0,89.1,8.7,52.5778,160.9712,10.0,4.4,2
9.9,55.0,981.9,26.6,8.3,54.4047,-160.1294,35.0,3.5,1
26.4,83.0,984.5,51.4,11.6,52.0473,157.8052,84.427,4.6,2
19.2,60.0,1038.5,61.7,7.2,54.3205,-160.4256,35.0,3.0,2
32.6,48.0,959.6,93.7,15.5,52.7231,160.6649,10.0,4.7,2
24.7,85.0,1032.2,87.8,17.7,51.3285,159.4095,10.0,4.5,2
27.9,41.0,1022.4,21.0,0.8,51.8876,161.0691,10.0,4.8,2
37.9,26.0,970.4,75.9,19.2,52.3592,160.4874,35.0,4.3,2
13.0,94.0,1021.8,49.6,9.9,50.9661,158.7269,38.109,4.5,1
13.8,93.0,1039.8,42.3,4.6,54.4227,-160.3031,23.867,3.2,1
6.5,46.0,1042.4,61.6,8.3,-57.5812,157.5031,30.874,4.3,2
36.1,42.0,1044.7,89.2,16.5,51.7892,160.1862,39.581,4.3,2
18.1,30.0,1002.8,54.1,11.5,31.668,-104.374,6.0999,3.5,2
20.6,94.0,1038.1,50.9,16.5,52.7109,160.4741,10.0,4.2,2
33.2,97.0,987.9,95.2,15.5,-57.5946,157.9058,38.39,4.5,2
29.3,71.0,993.6,99.1,12.4,54.3318,-159.8772,26.319,3.2,2
14.5,97.0,1048.7,94.8,2.7,49.5484,155.9545,48.829,4.2,2
9.6,28.0,995.4,29.6,19.3,50.4259,156.5541,79.198,4.8,2
26.0,45.0,959.0,78.7,18.5,54.5584,-160.5761,15.474,3.0,2
34.9,33.0,1048.7,80.2,7.5,-23.1842,170.8076,10.0,5.6,2
32.5,22.0,1038.5,63.3,9.0,54.3245,-159.8103,29.627,3.1,2
-3.6,47.0,1045.2,63.1,18.5,51.6411,159.5849,38.818,4.6,2
5.7,62.0,975.7,85.3,5.8,18.5015,-68.4301666666667,62.16,3.39,2
8.4,65.0,964.6,45.7,9.8,53.2496,159.9085,79.606,5.0,1
10.4,68.0,970.3,16.6,9.3,51.8244,159.2093,42.795,4.0,1
32.2,51.0,975.0,22.3,12.5,51.6577,158.8083,35.0,5.7,2
-1.3,79.0,952.6,21.2,6.9,50.1074,158.717,10.0,4.8,2
-3.1,74.0,1042.6,83.1,8.1,-31.9718,-178.4477,35.0,4.7,2
-4.9,46.0,993.1,52.3,9.0,-1.8736,139.1748,38.063,4.2,2
6.1,51.0,973.4,26.8,0.4,51.2968,159.8383,35.0,4.7,1
37.8,73.0,1030.0,52.4,16.1,54.5203,-159.8596,35.0,3.2,2
9.1,25.0,959.0,72.7,13.5,52.2923,160.6074,10.0,5.2,2
8.1,43.0,960.1,79.1,0.8,8.5741,58.4158,10.0,4.4,2
2.5,72.0,965.3,0.4,18.7,52.4136,160.5695,10.0,5.2,2
5.1,70.0,984.9,12.3,15.2,54.4269,-160.1214,5.0,3.1,2
3.5,23.0,995.5,87.8,14.2,51.566,159.6404,10.0,5.1,2
21.4,92.0,1028.4,4.7,7.0,54.526,-160.1024,24.159,3.3,1
12.2,20.0,1045.1,32.7,2.4,-23.7033,-66.7788,195.353,4.5,1
18.5,62.0,984.3,58.3,0.1,52.5398,160.7671,10.0,4.5,2
27.8,30.0,961.2,73.1,14.9,50.5943,157.6929,35.122,4.3,2
-3.3,69.0,959.0,39.2,8.8,25.8294,66.5927,10.0,4.1,2
1.2,35.0,963.6,37.2,2.0,18.849,-66.6785,20.28,3.11,2
36.4,44.0,958.7,2.3,16.1,50.2685,158.5438,10.0,4.7,2
24.1,49.0,990.6,96.3,1.4,51.6419,159.7297,10.0,4.9,2
7.6,77.0,1048.3,39.8,16.6,27.483,52.6537,10.0,5.0,2
37.0,77.0,1004.5,48.0,10.0,54.4505,-159.5663,35.0,3.0,1
25.6,49.0,999.0,46.3,4.6,54.4531,-160.022,37.538,3.1,1
20.0,56.0,1046.8,17.9,6.9,54.4234,-159.9423,35.0,3.0,1
38.2,24.0,1030.6,98.3,14.2,52.129,161.5997,10.0,4.1,2
25.7,42.0,1046.1,73.7,9.9,50.5488,158.0203,50.292,4.1,2
20.0,91.0,995.0,18.0,0.2,50.3809,158.3908,10.0,4.4,2
-0.0,93.0,963.6,80.4,10.0,-54.3952,5.4974,10.0,5.0,2
18.3,79.0,1029.9,37.2,2.7,49.6341,160.0691,10.0,5.0,2
-0.8,90.0,985.9,74.9,11.6,50.3116,157.6571,30.803,4.4,2
9.5,81.0,1008.4,91.3,3.3,73.973,-73.2696,10.0,5.0,2
8.9,55.0,963.9,33.8,15.6,54.2633,-159.932,10.0,3.6,2
32.9,75.0,1049.5,88.6,19.2,40.5507,-126.1894,10.0,3.8,2
37.6,37.0,987.6,52.3,17.8,54.5694,-160.008,21.729,3.1,2
-2.0,59.0,1042.2,25.2,4.9,-16.2377,-174.0399,73.612,4.6,2
3.0,46.0,966.2,79.6,8.4,51.3528,157.5778,69.897,4.5,2
11.3,76.0,1033.2,26.4,12.1,49.9782,158.4247,10.0,4.6,2
4.8,84.0,967.7,73.1,17.2,-57.6622,157.525,10.0,4.6,2
25.5,25.0,982.8,17.0,7.3,39.8113,72.7967,15.939,4.4,2
15.4,79.0,968.9,23.3,7.4,19.4468333333333,-66.4235,23.69,3.12,1
-4.9,91.0,1007.6,37.6,9.7,50.7851,157.6646,41.065,4.6,1
18.9,47.0,962.4,36.7,1.9,51.5708,159.3325,30.8,4.5,1
-3.0,46.0,1023.0,16.9,6.7,54.5245,-160.1727,23.829,3.0,1
26.6,77.0,1030.6,14.8,2.0,52.9166,160.7435,19.179,5.0,2
20.3,32.0,1023.4,27.2,16.7,52.1309,160.5079,10.0,5.0,2
-0.6,77.0,973.5,63.5,9.0,53.0919,160.5304,41.941,4.1,2
25.0,67.0,958.2,0.5,8.9,-38.8699,78.0794,10.0,5.4,2
37.7,41.0,1006.9,43.2,12.3,41.1396,-116.7192,8.1,4.8,2
29.5,82.0,1003.0,80.9,19.7,18.195,-68.0831,99.0,3.62,2
11.1,95.0,977.2,26.3,4.8,52.5417,160.0416,50.92,4.5,1
8.2,63.0,993.1,98.4,13.0,49.2104,156.0509,24.768,4.6,2
0.0,73.0,1009.6,48.4,4.8,49.7442,159.4915,10.0,4.4,2
28.8,91.0,1049.5,38.6,2.3,49.8291,156.1958,61.509,5.0,1
1.5,79.0,960.5,5.6,0.0,1.8647,128.5913,10.0,4.5,2
28.5,54.0,958.1,87.2,15.4,51.3905,159.4854,10.0,4.6,2
25.7,27.0,992.6,15.8,7.1,54.2648,-159.9258,30.528,3.8,1
32.6,88.0,955.7,85.1,1.1,52.1431,160.1341,10.0,4.2,2
21.6,97.0,1027.6,53.0,16.4,9.4361,94.1008,10.0,4.3,2
7.6,39.0,999.9,40.7,5.7,52.2855,160.4546,10.0,4.9,2
6.9,66.0,1018.7,66.2,13.3,48.4313,155.512,10.0,4.3,2
-2.7,74.0,1023.2,57.8,12.8,53.1638,160.0687,43.696,4.2,2
22.1,90.0,1031.8,11.6,18.2,50.0516,157.4532,35.0,5.1,2
13.4,95.0,972.6,37.1,9.2,-4.3724,143.1932,100.251,4.3,1
18.3,37.0,957.1,23.6,3.1,65.1639,-161.154,7.2,3.6,0
35.8,69.0,1026.5,66.0,1.7,-2.6246,129.5177,10.0,4.4,2
1.2,89.0,956.0,38.1,7.3,51.5075,159.8766,11.96,4.3,2
29.3,72.0,966.3,41.1,0.1,51.3206,159.6445,25.82,4.4,1
30.0,87.0,1000.8,74.1,15.9,56.7348,-156.1842,64.4,3.1,2
-4.7,95.0,1044.8,77.6,13.5,52.5319,161.1206,10.0,4.3,2
-1.5,82.0,1035.0,69.1,7.8,-1.9653,117.4942,10.0,4.6,2
31.5,65.0,994.0,66.7,11.1,-33.6008,-71.6638,37.537,4.4,2
6.4,28.0,1014.7,1.9,11.3,52.1093,160.947,10.0,4.6,2
3.5,67.0,1007.6,95.6,12.4,52.8882,161.1933,10.0,4.2,2
31.0,87.0,967.6,48.4,10.1,40.2919,143.9546,10.0,4.4,2
-2.3,47.0,1043.9,43.0,6.7,51.5215,-173.5238,35.0,3.0,1
14.2,57.0,1024.1,32.4,13.8,52.1711,161.6764,10.0,4.1,2
3.8,59.0,969.6,25.8,2.6,51.8194,159.5352,35.0,4.8,1
9.8,38.0,1038.9,98.1,2.4,-60.4016,-63.0993,10.0,4.7,2
18.8,34.0,950.1,72.3,3.4,51.2305,158.5035,43.097,5.1,2
34.9,72.0,1004.6,93.9,5.6,50.2094,159.065,10.0,6.1,2
-4.1,78.0,992.6,87.1,6.0,-11.6637,166.2191,56.278,5.1,2
21.3,38.0,1020.8,63.2,11.7,29.2813,129.4995,10.0,4.5,2
34.1,96.0,1028.9,77.4,1.8,32.9098,-39.8434,10.0,4.4,2
26.7,37.0,1015.4,89.7,1.3,51.9332,161.3322,10.0,5.1,2
-2.6,78.0,971.4,33.7,5.6,18.2456,-68.7666,122.0,3.9,1
6.3,92.0,1009.6,40.0,10.7,54.4911,-159.9346,35.0,3.2,1
30.6,64.0,1046.3,13.1,6.4,52.2349,160.75,23.482,4.1,1
26.4,68.0,1047.0,69.7,10.7,54.6051,-159.8382,40.0,6.2,2
5.3,61.0,1010.9,98.7,6.4,8.655,58.5807,10.0,4.3,2
7.0,27.0,993.4,51.9,8.3,50.7225,157.9712,35.0,4.8,2
27.0,67.0,987.5,73.9,12.8,64.7298,-149.0516,12.6,3.3,2
29.7,100.0,957.1,28.5,9.3,50.121,157.216,33.212,4.2,1
13.5,29.0,955.0,4.7,14.5,29.3123,129.4541,10.0,4.9,2
-0.1,33.0,1046.3,54.5,19.4,21.6642,99.7826,10.0,4.5,2
25.2,82.0,951.2,25.2,9.8,51.9108,161.2766,10.0,5.2,2
38.5,89.0,975.1,10.5,17.6,-0.5696,-78.3309,10.0,4.6,2
39.3,54.0,954.3,13.8,13.8,14.0535,-89.8537,10.0,5.4,2
17.1,44.0,1000.7,48.8,8.8,37.4298,134.9165,364.484,4.0,1
20.4,21.0,979.0,94.9,0.9,51.2532,159.238,28.854,4.5,2
26.0,55.0,973.3,80.3,15.0,51.098,158.941,34.661,4.8,2
19.9,52.0,977.7,94.0,18.0,-37.6544,176.9334,154.406,4.1,2
21.6,43.0,983.8,82.5,12.3,-57.1776,-67.21,10.0,4.8,2
36.1,72.0,1024.7,21.8,12.8,50.7248,158.2866,35.0,4.3,2
-3.2,41.0,1015.4,83.7,13.3,52.7099,160.09,35.0,4.1,2
19.3,27.0,1043.1,86.1,12.7,52.2517,160.6461,31.476,4.3,2
0.5,95.0,1008.3,38.9,11.4,52.8568,159.5039,61.315,4.1,2
9.4,75.0,951.0,1.3,12.0,52.0868,160.4013,10.0,4.3,2
23.8,54.0,1013.4,23.6,10.4,-55.9542,-27.8536,111.301,4.2,2
15.2,96.0,1020.0,95.7,7.5,60.0355,-140.7119,10.1,3.6,2
-4.9,35.0,997.4,54.6,15.7,49.4802,157.8111,10.0,4.5,2
39.3,86.0,1018.3,28.1,7.1,60.6119,-150.4737,43.7,3.4,1
12.3,96.0,1001.2,78.5,1.1,49.9407,158.798,10.0,5.1,2
30.8,71.0,977.7,17.1,5.2,-6.3099,151.9589,10.0,4.4,2
20.1,45.0,967.9,22.0,19.9,54.5345,-160.2107,15.373,3.1,2
2.7,52.0,982.0,2.9,15.8,54.4994,-160.164,39.79,3.8,2
31.0,58.0,1013.9,96.3,12.4,50.3077,157.296,35.0,4.7,2
36.5,50.0,950.8,20.9,10.0,-24.2908,-69.552,83.535,5.1,1
14.7,30.0,1045.6,53.6,0.8,49.8279,157.5025,25.716,4.3,1
39.9,31.0,999.8,41.1,4.6,-23.1238,-179.7017,532.639,4.9,1
10.1,59.0,961.2,77.5,18.8,51.4654,159.6286,28.466,5.1,2
31.4,45.0,989.5,1.2,1.5,48.3418,157.0804,10.0,4.6,2
4.9,63.0,996.1,21.5,7.9,9.2891,93.8494,10.0,4.4,2
2.1,92.0,1035.9,95.4,2.1,53.5896,-166.593,70.1,3.0,0
11.2,47.0,1002.1,85.3,2.2,18.1543,-67.9576,89.0,3.66,2
28.1,82.0,1020.6,18.4,14.0,60.1914,-152.6693,105.1,3.1,2
-2.1,52.0,1003.1,63.8,3.4,51.665,160.44,10.0,4.0,2
15.2,70.0,1018.9,27.4,11.1,51.1641,159.3815,10.0,4.9,2
6.7,56.0,966.5,55.7,16.4,-5.707,146.2903,42.073,4.2,2
18.2,50.0,954.4,46.1,2.7,52.1141,160.2449,22.912,4.3,1
37.9,29.0,1032.3,67.6,2.7,-23.3228,-67.9044,156.468,4.3,2
1.3,48.0,1010.5,54.2,19.0,53.0063,159.6868,60.755,4.8,2
6.3,60.0,987.2,25.2,2.5,50.2263,158.6348,10.0,4.3,2
21.9,68.0,1026.8,51.6,15.3,52.1227,160.9727,10.0,4.4,2
37.7,67.0,952.4,72.2,6.1,34.2875,-82.0951666666667,2.12,3.04,2
15.5,36.0,1010.8,25.8,6.4,56.5079,-148.4334,10.0,3.1,2
14.6,79.0,1032.3,55.6,5.1,52.3541,160.9316,10.0,5.0,2
-2.3,72.0,1039.8,47.4,14.7,36.0774,142.5814,10.0,4.6,2
30.3,50.0,1048.3,83.0,3.3,54.5744,-160.39,16.6,3.4,2
38.7,73.0,989.8,88.9,7.3,51.9391,160.3837,35.0,4.2,2
9.8,25.0,957.7,56.3,16.7,9.5752,93.5098,107.569,4.2,2
35.9,67.0,1001.3,40.0,16.0,52.7737,161.1913,10.0,4.3,2
15.7,57.0,972.0,27.5,4.5,50.6948,157.9305,35.0,4.9,1
-2.4,26.0,957.3,87.5,19.6,-0.1668,99.3304,65.856,5.2,2
35.4,80.0,1014.9,32.3,0.7,49.2129,157.8451,10.0,4.3,2
11.2,40.0,997.6,39.9,16.8,51.6098,159.5587,23.56,5.0,2
-3.2,38.0,951.1,48.8,17.7,-23.1525,-114.2437,10.0,4.5,2
39.6,95.0,1038.4,48.4,5.4,54.5624,-160.0976,9.6,3.0,1
18.7,68.0,971.3,32.4,17.5,30.6279,140.2385,10.0,4.4,2
33.2,80.0,958.0,22.9,14.1,52.2865,160.7756,10.0,5.0,2
7.4,81.0,1022.2,96.0,4.7,-57.5932,157.6924,10.0,4.2,2
38.7,82.0,961.6,35.7,8.2,52.5356,160.6832,26.601,4.2,1
3.4,32.0,1048.0,83.7,5.0,54.6427,-160.0571,28.245,3.2,2
0.8,88.0,1035.8,35.7,2.1,51.8319,160.1185,36.036,4.8,2
