temp_c,humidity,pressure_mb,wind_kph,precip_mm,label
-2.4,47,954.7,70.7,6.9,2
16.2,44,983.5,65.4,17.2,2
36.5,51,972.4,3.1,12.8,2
6.0,83,1009.7,59.2,2.9,2
30.7,80,1005.0,3.8,8.6,1
37.0,91,991.0,51.6,9.9,2
-4.3,64,990.9,2.2,6.2,1
11.9,71,1000.5,94.4,16.4,2
4.4,36,1031.6,74.8,5.3,2
28.8,22,1040.2,49.0,17.5,2
3.1,50,1047.2,1.6,1.7,0
1.5,37,1042.2,63.9,1.1,2
31.2,98,1045.5,20.9,16.0,2
-0.7,76,1022.0,77.0,14.9,2
27.0,92,969.1,42.0,17.4,2
24.9,33,1007.0,75.6,4.4,2
36.3,93,988.6,65.6,0.9,2
14.7,64,1019.6,62.9,16.3,2
5.3,55,1003.8,90.4,5.2,2
4.1,99,962.0,82.6,2.6,2
23.1,76,1011.2,98.8,17.8,2
34.2,91,1004.9,53.6,12.1,2
-1.2,37,1036.9,71.8,5.4,2
12.1,70,1021.1,68.9,19.7,2
7.3,28,987.7,20.0,10.8,2
39.9,77,955.9,69.4,6.8,1
34.7,60,1027.4,31.2,8.6,1
10.8,32,975.3,67.5,14.4,2
-1.8,23,965.9,57.6,19.4,2
-0.1,53,977.4,85.5,14.6,2
20.3,71,955.9,10.6,4.3,0
38.2,24,1030.6,98.3,14.2,2
8.1,76,973.4,14.5,17.8,2
23.2,42,1045.3,53.4,19.3,2
0.2,59,997.5,94.8,6.6,2
37.1,34,1043.1,73.4,4.1,2
1.3,55,969.3,4.3,3.3,0
10.6,69,1008.3,94.1,8.1,2
33.0,67,998.9,23.0,16.6,2
22.1,83,990.0,90.0,12.0,2
11.9,45,1044.4,50.3,7.1,2
14.7,97,1024.2,82.3,16.5,2
7.2,27,1029.2,83.6,5.9,2
23.5,88,975.4,7.1,3.2,1
9.9,89,994.8,33.2,11.1,2
27.7,100,993.2,72.4,3.0,2
7.8,63,957.0,14.6,12.8,2
26.2,92,1033.6,9.3,8.7,1
-3.4,64,1037.9,25.3,5.1,1
-0.5,66,969.0,46.5,12.9,2
-4.3,81,1041.0,99.9,11.5,2
26.4,68,1047.0,69.7,10.7,2
10.2,24,1024.9,41.2,16.1,2
20.3,32,1023.4,27.2,16.7,2
10.2,29,1015.9,56.0,14.2,2
14.3,100,999.0,3.6,11.8,2
-1.0,39,994.6,82.2,0.2,2
22.8,31,1012.7,0.6,17.2,2
22.6,79,992.9,85.2,3.4,2
11.8,81,976.2,17.5,13.4,2
18.5,85,1007.6,60.9,5.7,2
11.0,33,1005.6,40.9,16.3,2
25.8,92,964.6,37.4,8.2,1
4.3,50,1019.0,27.3,19.3,2
6.5,51,989.4,55.5,9.7,2
25.0,34,986.5,64.7,18.3,2
38.3,89,994.5,85.7,19.4,2
18.3,67,961.2,80.1,3.7,2
4.1,35,970.0,81.9,6.7,2
2.3,71,954.9,53.2,9.0,2
24.2,63,1006.0,37.1,11.2,2
0.4,87,953.5,0.7,10.7,2
-3.7,53,953.6,59.2,1.3,2
10.4,20,993.9,62.4,0.2,2
7.8,73,983.9,13.8,13.8,2
-1.7,69,955.0,35.9,16.7,2
18.1,62,1047.0,60.0,8.1,2
33.0,31,1033.8,91.1,19.7,2
37.3,56,964.9,40.3,3.8,1
38.7,98,972.1,68.1,6.2,2
10.7,96,1000.3,69.9,12.9,2
21.3,49,1048.3,66.9,18.5,0
15.7,57,979.4,6.2,9.9,1
34.5,34,993.3,9.6,4.8,0
8.1,68,1005.3,7.6,18.4,2
29.8,52,1048.8,39.3,9.2,1
10.9,54,998.1,53.0,17.6,2
32.6,41,968.9,97.4,18.2,2
3.0,29,991.0,43.2,13.7,2
9.0,87,955.3,99.1,15.1,2
9.9,25,1009.2,0.3,12.6,2
18.3,96,997.5,81.0,1.9,0
15.8,46,995.1,62.1,1.8,2
7.3,89,1007.3,23.0,7.6,1
34.0,96,1024.6,67.4,1.3,2
10.1,53,959.6,8.7,18.7,2
36.2,77,1024.8,71.7,5.3,2
33.9,44,968.9,94.0,2.9,2
19.2,97,978.3,38.8,8.1,1
26.9,80,966.2,18.4,3.6,0
19.6,87,1038.7,14.9,5.7,1
16.9,99,993.4,10.7,8.7,1
29.4,21,980.8,33.0,1.4,1
9.5,91,1002.2,83.7,5.2,1
22.4,55,979.3,23.4,15.5,2
9.5,97,1048.2,63.4,2.5,2
14.6,80,952.7,31.2,11.4,2
-0.4,84,958.3,28.4,5.7,1
1.2,25,1019.0,8.1,4.1,0
39.0,88,1011.4,17.8,18.8,2
0.4,63,971.1,38.1,15.7,2
21.0,24,960.1,88.7,18.1,2
11.9,83,984.2,93.8,8.7,2
40.0,22,995.3,68.6,12.4,2
24.2,35,1032.7,37.5,2.9,1
23.6,75,990.3,38.1,3.5,1
14.6,72,1038.1,82.4,15.8,2
15.5,36,1010.8,25.8,6.4,2
22.0,36,1030.6,87.3,9.5,2
12.9,55,956.5,37.0,0.2,1
4.3,31,1045.3,18.3,11.7,2
30.3,33,995.6,37.4,4.9,1
17.6,90,1015.3,47.3,16.1,2
20.9,28,996.8,45.0,16.8,2
-0.4,50,964.2,33.8,0.5,1
29.9,72,952.8,89.0,17.5,2
28.1,20,991.6,36.4,12.1,2
28.8,50,1023.0,54.5,15.4,2
26.0,45,959.0,78.7,18.5,2
26.1,78,1029.9,21.7,6.8,1
19.5,44,968.8,76.6,7.3,2
18.2,32,1021.0,96.0,16.6,2
-0.2,88,950.7,91.9,1.0,2
11.5,46,1035.8,80.3,17.2,2
39.5,43,1025.2,14.6,8.2,1
1.0,71,999.5,75.7,8.5,2
37.7,45,983.3,97.7,7.1,2
17.0,91,1006.2,92.5,9.6,2
24.1,24,1040.2,37.1,13.7,2
19.5,21,1014.7,91.8,3.5,2
13.6,70,981.8,51.2,7.9,2
27.7,66,1035.4,68.9,11.2,2
4.0,58,970.7,67.9,14.9,2
11.4,49,978.2,14.9,8.1,1
37.7,98,954.2,24.8,19.3,2
15.2,74,958.5,2.8,7.4,1
-4.7,65,988.6,45.8,5.9,1
7.2,65,1010.3,84.3,15.1,2
-4.5,79,960.6,6.3,16.8,2
5.0,75,993.6,49.0,4.8,1
11.4,86,1049.5,81.4,13.0,2
15.9,45,961.1,14.7,0.6,0
20.5,74,972.3,56.4,15.9,2
1.2,63,971.2,24.1,15.9,2
20.1,20,1016.8,38.5,0.1,1
27.7,86,977.9,18.6,18.7,2
5.4,52,953.3,68.3,12.6,2
33.7,69,952.8,57.8,10.3,2
30.1,24,992.5,68.5,17.9,1
4.7,36,950.8,22.1,17.0,2
12.5,51,1039.7,3.0,14.1,2
22.0,66,972.9,80.0,11.9,2
23.0,65,953.8,9.1,13.1,2
37.1,68,953.0,78.5,11.5,2
13.6,30,1042.5,51.6,14.7,2
12.5,63,1022.5,59.8,7.0,2
-0.2,81,1014.5,5.1,14.6,2
29.2,64,1023.4,60.1,12.3,2
39.3,54,954.3,13.8,13.8,2
27.0,88,987.0,89.1,17.9,2
18.8,38,950.8,14.6,18.0,2
-3.5,31,1036.8,54.5,11.1,0
39.2,36,1037.6,96.9,3.1,2
14.3,80,967.2,61.6,10.4,2
14.4,98,960.4,58.8,6.3,2
21.9,68,984.5,5.2,17.8,2
7.1,84,975.4,45.1,12.2,2
28.8,100,1039.5,56.6,15.4,2
27.0,81,979.3,81.8,19.1,2
8.3,28,1048.8,34.6,6.3,1
15.6,92,1003.2,81.1,13.0,2
38.1,61,1009.1,28.5,6.5,1
28.5,64,974.1,67.2,1.9,2
9.7,29,1008.7,59.9,10.9,2
31.6,96,994.3,59.8,10.0,2
15.5,57,1015.5,22.6,14.2,2
12.6,86,964.3,55.9,5.4,2
26.9,68,1036.3,83.6,17.4,2
21.0,32,1049.5,63.9,12.1,2
8.8,78,1007.6,93.7,4.2,2
8.7,73,978.0,92.6,8.2,2
0.1,98,995.8,27.4,0.2,1
21.2,94,1032.8,97.2,17.0,2
0.4,94,993.8,40.7,0.5,1
38.3,30,1044.0,69.4,18.0,2
-4.5,66,1047.8,22.2,4.8,0
29.5,56,980.7,42.4,15.9,2
9.3,98,968.1,13.1,5.2,1
16.6,49,955.1,65.1,15.2,2
9.3,66,958.9,29.7,19.0,2
38.2,84,1040.9,52.4,1.4,2
20.7,24,1012.4,15.9,6.8,1
30.4,93,967.1,29.9,15.7,2
21.6,21,969.7,93.5,16.3,2
3.7,52,968.8,66.5,12.5,2
37.5,36,996.8,77.3,2.7,2
31.5,61,1038.9,98.6,13.7,1
-0.1,27,1049.5,65.5,0.7,2
16.7,64,987.1,91.3,0.0,2
24.2,67,1027.1,84.1,3.1,2
16.8,26,999.8,66.4,18.4,2
5.6,50,983.5,91.3,17.7,2
8.1,96,996.4,55.4,6.8,2
5.1,79,1018.2,96.1,11.2,2
28.5,78,973.8,21.7,7.9,1
3.2,85,1042.6,41.2,8.7,1
37.5,39,962.6,10.4,5.6,1
0.8,50,1017.2,60.6,14.5,2
29.1,23,977.5,35.4,12.1,2
33.4,22,998.2,53.4,15.4,2
19.6,88,1033.9,49.7,7.8,1
0.8,43,1020.7,30.0,14.2,2
31.1,99,1033.0,76.2,10.8,2
33.3,62,1013.1,72.0,12.7,0
17.0,80,999.9,8.0,11.8,2
35.0,61,997.6,97.8,12.7,2
13.1,63,1033.9,4.4,2.8,0
31.3,25,976.4,94.0,8.1,2
13.1,57,954.7,85.7,18.7,2
3.7,48,995.2,30.5,1.9,1
23.8,78,1033.9,32.9,11.6,2
17.1,82,1034.2,77.8,18.7,2
31.0,63,950.6,31.4,0.0,1
38.1,88,1037.4,70.1,3.2,2
18.6,81,1040.6,66.2,17.4,2
1.2,32,954.6,67.6,19.3,2
24.6,77,1045.7,10.6,8.8,1
-3.7,68,1011.2,35.3,2.1,1
24.2,21,974.4,57.3,2.8,2
20.7,94,962.3,13.0,14.1,2
30.2,35,1041.8,28.0,10.9,2
33.8,83,974.5,7.8,1.0,0
-3.1,97,990.0,11.6,19.5,2
6.7,38,1030.8,10.6,7.2,1
21.7,68,1035.9,34.4,5.9,1
11.6,93,971.4,41.6,11.5,2
-1.8,84,964.5,27.4,10.8,2
37.6,52,1014.4,23.5,11.6,2
37.1,43,1037.6,40.3,13.3,2
10.1,95,957.2,41.6,5.1,1
13.8,78,1045.0,36.1,0.7,1
13.2,57,1021.0,23.6,11.9,2
13.9,70,1023.0,52.0,13.9,2
8.5,47,1011.3,50.7,13.3,2
1.1,99,960.9,49.1,13.1,2
-4.4,97,950.6,79.9,8.4,2
25.8,33,1041.4,37.9,18.4,2
22.0,35,991.3,90.8,2.6,2
13.3,49,1028.6,27.2,12.2,2
34.5,67,951.7,80.7,1.6,2
19.0,29,1033.6,26.8,3.0,0
9.7,57,981.1,92.0,0.8,2
13.0,38,974.8,20.1,7.5,1
6.3,92,1009.6,40.0,10.7,1
29.4,38,986.3,90.3,19.4,2
35.9,93,965.3,78.1,15.6,2
3.7,72,997.8,32.5,13.7,2
17.6,52,950.1,42.7,1.8,1
9.2,76,980.9,45.6,15.4,2
18.0,88,1015.1,42.9,9.4,1
5.1,33,1003.5,70.7,6.3,2
4.4,42,992.9,55.8,12.3,2
4.4,43,1025.4,97.9,10.5,2
14.9,94,961.4,11.4,0.9,1
28.6,99,1034.0,12.6,10.0,1
26.1,81,1030.8,31.0,16.8,2
-2.3,67,988.6,14.5,9.5,1
0.3,49,1034.6,97.2,0.6,2
21.2,86,966.6,57.0,3.8,2
24.2,95,964.4,73.5,19.6,2
15.8,72,955.7,6.9,2.8,0
0.9,33,953.1,24.9,17.5,2
12.3,56,1037.7,80.9,19.2,2
9.3,54,992.5,98.5,16.1,2
24.3,93,1029.0,82.2,3.6,2
31.5,33,1023.8,31.9,10.5,2
20.3,60,1040.0,57.5,6.9,2
38.9,67,1047.6,99.1,18.3,2
14.4,53,1007.6,35.8,14.3,2
-1.2,65,1020.8,44.8,18.3,2
23.5,74,996.8,74.4,15.5,2
30.4,58,1015.0,95.9,1.2,2
3.3,41,984.0,25.0,10.6,2
-1.0,35,1017.9,89.1,13.5,2
29.7,32,972.3,18.9,4.3,0
36.4,26,1000.0,84.4,1.6,2
33.0,54,1035.4,32.8,1.4,1
20.1,86,1008.4,51.6,14.4,2
14.4,67,990.6,75.0,6.0,2
31.6,83,983.8,15.7,1.0,0
18.3,44,1042.4,65.3,6.3,2
39.6,73,1032.1,92.1,14.8,2
22.8,36,980.2,54.6,4.0,2
38.3,66,959.5,12.6,6.8,1
7.9,96,954.5,54.2,12.4,2
17.5,44,1040.6,10.2,19.3,2
35.3,82,963.7,72.0,13.3,2
16.3,79,1009.5,57.4,5.4,2
1.3,23,984.9,18.2,5.1,2
34.3,34,1007.0,94.8,6.8,2
16.4,20,1043.6,9.8,0.9,0
7.9,21,1033.4,24.6,18.9,2
-2.4,25,1015.3,39.4,17.5,2
4.0,83,981.3,25.5,14.5,2
34.9,34,986.3,58.7,13.6,2
27.5,62,1047.6,93.3,12.1,2
36.7,77,1019.8,53.7,13.7,2
17.6,60,1001.4,2.7,12.9,2
29.1,42,973.8,73.5,18.7,2
-3.9,74,955.4,77.4,5.2,2
-1.5,58,1011.3,54.6,2.3,2
9.0,72,1050.0,3.4,8.2,1
23.3,47,1004.9,80.8,7.2,2
34.4,88,1020.6,18.0,6.4,1
23.8,53,992.8,12.9,9.7,1
-0.2,44,1001.0,34.8,13.9,2
28.4,100,976.8,86.0,7.4,2
2.7,44,1025.1,0.2,1.0,0
15.3,59,1000.7,10.1,2.2,0
24.0,60,1027.8,89.0,11.7,2
-2.6,50,991.4,22.4,2.9,0
31.5,48,1007.8,71.7,16.5,2
12.3,46,1001.0,57.6,8.4,2
16.1,96,990.5,99.6,10.3,2
22.2,53,1033.4,14.0,19.9,2
17.5,85,1039.1,81.4,3.9,2
37.9,33,1044.4,59.1,6.4,2
36.5,37,953.6,36.5,11.0,2
36.0,38,1022.6,11.3,4.5,0
16.4,71,1040.3,85.3,18.1,2
14.6,85,1043.9,5.6,13.6,2
0.9,77,1048.5,56.3,8.7,2
39.6,34,974.4,38.9,5.5,1
38.4,89,1024.5,0.2,6.8,1
18.6,58,1008.3,48.1,2.9,0
10.2,41,1012.5,99.4,15.8,2
24.7,70,1000.1,57.9,10.4,2
4.1,36,962.2,63.0,19.6,2
35.7,50,997.3,72.5,10.9,2
-1.9,30,965.8,78.9,2.4,2
30.8,86,971.9,78.1,10.6,2
38.1,33,1014.8,69.8,1.4,2
4.6,48,978.6,78.1,5.1,2
32.5,60,964.7,45.7,0.2,1
38.7,68,1039.2,85.2,7.8,2
-3.4,45,1023.9,51.4,11.5,2
9.2,24,950.8,94.0,14.0,2
39.3,37,1009.4,39.3,6.5,1
34.6,78,1034.1,8.3,12.4,0
24.8,45,1033.2,88.4,3.1,2
24.8,75,1047.1,86.9,0.2,2
12.8,97,1002.1,19.0,6.4,1
23.0,25,1044.8,17.8,14.7,2
21.1,64,977.4,10.4,5.0,0
21.5,80,1011.5,91.7,6.3,2
29.0,35,1030.0,71.4,10.7,2
32.5,86,1000.3,29.9,8.2,1
6.7,85,1002.2,28.5,9.8,1
34.6,59,950.9,38.8,5.5,1
12.4,59,1031.3,66.9,18.6,0
-3.4,65,1044.3,14.4,4.0,0
14.1,54,962.6,36.5,12.3,2
11.5,36,1017.5,80.3,0.3,2
18.2,78,992.9,45.0,13.7,2
12.5,81,970.5,21.9,11.0,2
-1.6,43,969.5,23.7,14.8,2
36.5,56,1015.8,12.2,15.4,2
7.6,96,967.6,94.2,18.2,2
14.5,37,985.0,73.6,9.1,2
19.9,58,1048.9,51.3,6.2,2
11.0,55,992.2,7.8,13.6,2
29.6,23,1028.3,9.1,5.9,1
8.1,99,1000.4,6.7,3.6,1
27.7,44,1000.3,84.4,15.0,2
1.0,57,1024.4,96.1,15.1,2
10.2,48,1042.0,41.4,4.5,1
33.4,93,958.2,65.4,8.2,2
29.2,94,965.5,26.6,18.4,2
37.7,59,963.4,60.6,19.1,2
8.4,65,1027.4,33.8,17.2,2
2.9,57,982.5,39.7,9.5,1
8.1,53,959.2,76.8,19.8,2
23.9,49,1049.9,34.3,15.7,2
1.5,81,993.1,59.3,16.9,2
9.3,57,1050.0,77.1,1.5,2
1.7,47,1036.1,11.2,17.7,2
37.3,42,1037.1,64.6,13.9,2
5.8,89,1026.3,91.5,18.9,2
15.3,27,1037.7,19.1,10.3,2
26.6,88,970.2,8.6,1.9,1
20.5,57,1038.3,70.9,19.8,2
19.5,32,1004.3,61.2,17.7,2
10.6,52,1016.7,10.9,12.9,2
25.0,46,970.3,38.8,17.7,2
3.3,62,956.0,72.8,15.2,2
17.6,93,1020.3,95.7,1.6,2
36.6,92,1029.6,2.6,13.8,2
34.6,95,959.5,35.7,14.4,2
3.0,100,974.1,56.6,18.7,2
33.6,81,954.3,37.2,14.0,2
28.3,78,983.2,85.7,17.4,2
4.4,94,955.0,80.2,8.1,2
1.2,90,1010.0,62.3,9.5,2
12.0,41,980.5,67.1,16.6,2
33.8,30,970.0,52.0,9.7,2
26.7,99,1004.4,63.8,3.8,2
8.3,43,960.2,36.1,10.1,2
11.7,85,983.1,7.6,13.9,2
9.0,65,967.7,27.0,3.3,0
37.8,90,1016.5,67.6,6.2,2
23.1,48,978.7,62.7,3.7,2
4.5,34,950.8,29.7,14.1,2
10.7,36,1031.7,17.1,10.6,2
32.6,91,1033.0,85.6,13.9,2
33.8,48,1026.8,51.4,5.8,2
0.8,21,992.7,22.7,13.9,2
23.5,35,1022.4,1.5,10.7,2
12.4,55,1023.9,88.1,2.6,2
3.5,53,952.2,22.5,17.5,2
14.6,44,1014.4,53.0,18.1,2
22.6,86,1003.4,41.8,5.5,2
31.8,48,1047.7,55.3,19.1,2
39.8,42,960.0,78.9,7.4,2
35.2,56,995.4,76.8,10.6,2
14.2,47,1022.2,66.4,6.9,2
21.2,29,1037.5,20.9,12.9,2
24.7,74,987.2,10.0,4.9,0
28.2,71,1041.8,18.7,9.9,1
14.0,57,968.0,47.8,18.1,2
-1.4,51,1035.9,22.3,12.0,2
23.0,97,978.9,15.7,5.7,1
16.2,32,1031.5,32.3,17.8,2
16.0,46,956.5,15.6,5.7,1
39.7,37,968.9,71.1,13.5,2
38.4,52,967.4,97.6,2.7,2
39.3,58,1017.5,67.4,12.6,2
12.2,25,1032.5,89.0,18.5,2
3.0,61,1046.3,84.3,11.6,2
39.6,74,962.8,80.5,12.7,2
2.6,25,962.8,3.7,8.9,1
18.9,87,982.0,28.7,11.5,2
-2.3,39,973.5,32.7,15.7,2
7.3,54,961.0,59.4,12.4,2
0.1,60,1027.7,37.9,16.3,2
34.1,76,1007.8,62.2,7.9,2
11.3,23,985.7,59.3,12.4,2
28.7,66,992.4,96.6,2.9,2
14.4,91,1011.2,17.7,8.1,1
25.3,39,955.9,27.7,12.1,2
31.2,65,1044.5,88.0,1.5,2
31.6,76,997.6,31.4,16.8,2
23.4,87,955.1,26.5,13.7,2
4.9,61,1029.1,85.0,15.9,2
-0.2,35,1039.6,21.8,11.2,2
39.8,99,1002.2,80.8,3.4,2
11.6,99,956.3,10.1,9.8,1
12.3,88,1040.7,71.6,16.1,2
3.1,44,1001.7,11.4,5.4,1
14.2,20,966.3,25.6,5.4,1
7.3,88,989.7,50.0,12.5,2
10.8,26,1043.5,48.0,19.5,2
26.8,87,1014.8,41.8,19.6,2
18.7,65,972.5,14.2,6.1,1
28.0,80,1047.1,74.7,2.3,2
19.4,49,971.8,1.3,5.8,1
22.1,53,1046.2,60.0,14.7,2
33.5,60,1013.5,48.3,1.1,1
-0.7,82,1028.5,92.5,3.5,2
37.8,83,958.1,20.5,2.9,0
-3.6,80,1014.3,51.5,10.8,2
4.9,87,1018.4,57.9,19.7,2
37.9,92,969.2,84.0,14.2,2
34.1,53,1024.8,14.0,11.5,2
17.9,89,1018.4,56.4,18.1,2
2.7,26,963.4,18.2,6.8,1
2.6,54,1043.6,3.4,6.0,1
32.2,93,1000.1,62.1,17.4,2
20.2,43,1042.2,29.9,10.1,2
31.5,65,994.0,66.7,11.1,2
-3.7,22,969.0,18.4,5.3,1
2.9,55,1037.4,53.9,3.8,2
-3.6,70,985.6,51.9,4.0,2
30.2,62,1027.2,55.2,9.7,2
35.5,80,1042.4,79.7,15.4,2
29.3,34,1017.1,1.1,12.9,2
4.8,46,994.5,17.5,13.6,2
29.5,74,993.4,52.8,6.9,2
6.7,34,970.3,15.8,12.9,2
18.7,87,1031.4,96.2,0.7,2
23.0,29,1035.4,71.7,6.2,2
12.5,79,1023.3,81.4,14.6,2
-1.7,74,979.9,22.4,3.0,0
15.9,71,1038.7,30.8,12.0,2
6.4,71,954.4,1.3,12.4,2
24.6,57,994.5,90.9,6.9,2
33.1,55,1012.4,54.5,9.5,2
17.9,24,1016.1,14.9,6.6,1
38.6,62,969.6,79.1,8.0,2
17.2,24,1032.3,73.5,17.8,2
5.1,25,995.3,8.4,18.4,2
37.8,99,1007.4,78.2,2.6,2
0.5,94,1030.2,33.9,14.3,2
27.3,48,1005.5,7.7,16.1,2
34.5,32,1020.5,72.6,4.1,2
29.3,60,1025.6,81.5,1.7,2
33.1,55,996.5,58.1,8.2,2
29.4,39,1036.4,47.0,7.1,1
18.3,43,1032.2,61.0,11.4,2
23.6,58,967.7,44.3,13.0,2
-2.3,79,996.4,2.5,4.1,0
29.3,43,998.5,19.3,3.7,0
15.3,51,981.0,28.7,1.6,0
-2.2,87,1023.6,50.3,15.8,2
12.1,81,992.1,34.4,16.5,2
30.3,32,997.3,80.3,7.5,2
22.5,72,985.6,3.2,2.7,0
28.4,29,966.5,86.8,6.7,2
11.9,76,1013.3,30.0,11.2,2
16.6,85,996.7,68.4,9.4,2
30.0,73,950.5,84.9,13.2,2
-0.6,43,967.3,36.8,19.3,2
-1.6,56,1008.7,25.6,11.3,2
34.1,25,1006.4,48.4,7.6,1
-0.6,77,992.6,2.4,8.9,1
18.2,96,967.8,97.8,3.6,1
6.0,46,1030.6,91.5,8.6,2
37.4,21,961.3,23.1,9.3,1
3.7,21,954.9,63.9,17.0,2
37.0,76,965.0,36.9,9.2,1
8.2,91,991.3,41.1,14.1,2
1.1,33,985.9,79.4,11.7,2
14.4,63,996.9,79.1,10.6,2
16.0,78,1013.6,26.1,11.3,2
39.0,33,1031.8,91.5,8.6,2
1.6,71,992.1,56.5,12.6,2
7.3,58,1018.8,28.7,19.0,2
20.2,84,996.5,20.1,9.5,1
35.2,66,1040.9,85.2,12.7,2
35.0,84,969.3,1.0,1.2,0
22.5,95,1017.3,70.1,14.4,2
27.1,100,1041.3,31.8,1.2,1
8.3,68,1035.5,37.0,15.1,2
14.5,67,1020.5,22.2,5.8,1
14.4,71,965.0,5.8,1.3,0
3.2,65,1042.9,70.9,2.1,2
39.8,93,1037.0,51.9,12.8,2
39.6,92,974.3,49.0,13.3,2
13.9,55,980.2,59.8,5.2,2
12.8,98,1045.7,35.6,5.9,1
13.8,32,1048.6,28.6,13.9,2
4.4,47,992.8,95.1,8.6,2
3.3,93,990.0,38.8,7.2,1
28.6,95,979.4,66.6,3.8,2
1.7,62,1006.8,44.1,7.2,1
1.0,44,1045.5,35.6,14.4,2
21.0,98,985.2,80.5,10.5,2
25.8,92,1006.2,82.6,6.4,2
14.8,52,1040.5,50.7,6.8,2
25.2,65,1016.1,69.3,14.2,2
9.0,99,1030.9,61.9,19.4,2
5.7,55,994.9,68.2,9.2,2
10.1,31,983.7,17.8,18.8,2
32.9,24,961.7,14.1,5.9,1
15.5,21,1031.4,41.0,3.2,1
1.0,92,961.5,64.7,10.8,2
11.4,89,998.7,69.0,14.8,2
28.2,94,1019.4,27.1,2.7,1
5.3,80,968.5,2.4,14.8,2
16.1,33,975.0,99.4,5.5,1
15.9,80,971.5,62.6,4.0,2
26.1,84,998.5,29.7,0.3,0
32.5,23,1041.4,71.0,4.8,2
27.0,60,1007.9,64.0,0.5,2
15.4,37,1040.6,62.4,7.2,2
3.0,41,955.6,31.1,4.3,1
10.4,80,1048.0,95.4,15.0,2
34.4,97,970.6,14.9,14.0,2
8.2,63,978.1,20.3,18.2,2
8.2,91,983.4,75.4,9.4,2
26.3,74,976.9,55.3,8.2,2
1.4,51,1023.5,53.4,12.9,2
8.9,53,986.6,92.9,7.6,2
20.9,35,976.0,31.9,18.6,2
15.9,58,1049.6,77.6,13.3,2
10.7,86,972.8,79.6,17.8,2
32.5,58,1041.0,20.3,16.3,2
15.5,28,956.2,76.7,0.2,2
9.0,46,1036.8,22.6,18.7,2
32.6,47,950.8,65.6,19.7,2
4.7,64,1028.4,38.1,13.7,2
19.3,78,1031.6,97.0,17.9,2
12.5,64,971.2,38.1,3.0,1
39.6,87,960.3,16.8,18.8,2
29.5,46,963.9,37.9,19.5,2
1.5,53,1016.4,54.5,17.6,2
7.2,49,965.7,96.8,2.5,2
14.0,47,1020.3,88.8,6.6,2
1.6,71,983.5,46.4,19.2,2
38.7,26,1017.4,90.5,1.8,2
21.0,52,990.5,46.6,17.2,2
22.8,20,1033.6,97.1,18.4,2
22.5,72,971.0,56.2,8.9,2
36.7,60,957.5,81.8,7.5,2
-1.1,45,975.5,55.3,5.7,2
33.6,50,1002.9,73.4,14.0,2
-4.3,68,989.0,6.9,19.9,2
37.1,51,1025.7,22.6,18.2,2
36.0,98,1009.7,43.1,13.6,2
32.2,26,969.0,50.9,8.2,2
2.8,22,1026.4,27.1,13.5,2
5.5,36,981.8,87.6,19.0,2
14.5,97,1048.7,94.8,2.7,2
21.8,98,978.3,22.3,19.1,2
19.7,88,982.5,24.2,16.8,2
24.4,76,993.2,36.7,18.7,2
31.0,71,974.0,2.6,16.9,2
13.3,43,999.6,60.3,10.7,2
-1.9,20,1021.2,98.7,4.3,1
20.9,96,983.7,6.6,1.3,1
21.8,56,1022.0,66.9,5.3,2
-0.2,76,1030.9,98.0,14.6,2
7.0,35,1019.3,20.0,15.6,2
-3.0,66,1032.0,74.5,14.7,2
22.7,37,1037.3,5.5,2.1,0
0.7,52,1023.8,40.2,8.8,1
23.6,82,1023.5,8.3,12.9,2
25.5,70,979.9,85.0,16.3,2
8.0,21,1024.4,20.9,19.8,2
15.2,37,1009.4,59.6,14.2,2
27.7,88,1024.1,54.7,9.1,2
19.7,30,967.7,60.9,0.8,2
34.4,77,1012.8,67.8,16.6,2
9.8,25,957.7,56.3,16.7,2
39.7,50,1028.4,24.0,3.6,0
13.5,95,961.4,83.2,5.3,2
39.1,24,995.7,67.0,9.1,2
5.0,43,982.9,4.4,8.8,1
24.6,91,950.8,0.5,12.4,2
33.9,74,1003.1,8.1,15.2,2
33.3,42,956.1,87.0,1.7,2
38.1,63,1044.8,62.5,10.5,2
31.8,80,1006.9,41.6,6.1,1
1.8,78,962.8,41.8,13.4,2
22.5,28,954.2,61.7,12.1,2
25.1,87,968.9,62.6,18.1,2
11.3,43,973.4,56.7,3.5,2
10.2,85,1028.8,63.2,13.6,2
29.2,74,993.4,39.0,16.4,2
39.9,49,1014.1,22.5,6.2,1
10.6,27,1047.0,96.5,10.0,2
36.9,24,976.2,10.0,2.6,0
32.7,22,985.2,35.8,10.1,2
16.8,39,1040.5,91.6,2.5,2
-4.2,44,971.3,75.9,10.3,2
12.3,51,1028.5,7.8,9.3,1
19.2,41,957.7,34.2,2.2,1
22.5,90,1018.9,48.4,9.7,1
8.0,91,1010.7,4.6,2.1,1
31.6,62,965.3,82.0,16.1,2
15.6,37,1049.7,61.6,11.7,2
32.6,48,959.6,93.7,15.5,2
34.2,43,951.0,93.1,13.5,2
20.9,61,1044.3,26.3,14.5,2
2.5,40,970.5,26.8,6.6,1
6.5,30,1028.7,4.2,11.1,2
27.4,44,985.3,66.2,2.7,2
39.5,49,1047.8,41.1,15.3,2
37.7,60,1039.3,88.5,11.0,2
